chemical,disease,n_proteins_mapped_chemical,n_proteins_mapped_disease,closest,avg_closest_null,std_closest_null,z_closest
(-)-epicatechin 3-o-gallate,virus diseases,7,22,1.714285714,1.854428571,0.176047246,-0.796052541
(-)-epicatechin 3-o-gallate,"infant, newborn, diseases",7,53,1.857142857,1.761571429,0.14828537,0.644510166
(-)-epicatechin 3-o-gallate,parkinson disease,7,39,1.714285714,1.690857143,0.154067571,0.152066858
(-)-epicatechin 3-o-gallate,behcet syndrome,7,14,2,1.933571429,0.131767808,0.504133541
(-)-epicatechin 3-o-gallate,"genital neoplasms, male",7,77,1.571428571,1.638,0.153917815,-0.432512821
(-)-epicatechin 3-o-gallate,exophthalmos,7,14,2.142857143,1.997,0.137807837,1.058409636
(-)-epicatechin 3-o-gallate,epilepsy,7,32,2,1.942285714,0.126876446,0.454885736
(-)-epicatechin 3-o-gallate,immune system diseases,7,473,1.142857143,1.234571429,0.162495589,-0.564410926
(-)-epicatechin 3-o-gallate,"purine-pyrimidine metabolism, inborn errors",7,20,1.857142857,1.968571429,0.128380811,-0.867953478
(-)-epicatechin 3-o-gallate,retinal diseases,7,138,1.571428571,1.636714286,0.146256066,-0.446379533
(-)-epicatechin 3-o-gallate,nervous system diseases,7,805,1,1.152285714,0.162609084,-0.936514187
(-)-epicatechin 3-o-gallate,"muscular disorders, atrophic",7,36,1.714285714,1.756714286,0.146579434,-0.289457874
(-)-epicatechin 3-o-gallate,thyroid diseases,7,35,1.714285714,1.807,0.142126632,-0.652335767
(-)-epicatechin 3-o-gallate,"carbohydrate metabolism, inborn errors",7,85,1.714285714,1.728571429,0.153063946,-0.093331674
(-)-epicatechin 3-o-gallate,tdp-43 proteinopathies,7,30,1.714285714,1.661571429,0.160537299,0.328361608
(-)-epicatechin 3-o-gallate,"colitis, ulcerative",7,68,1.714285714,1.655571429,0.149835216,0.391859053
(-)-epicatechin 3-o-gallate,dementia,7,47,1.714285714,1.625571429,0.160061149,0.554252461
(-)-epicatechin 3-o-gallate,disorders of sex development,7,27,2,1.847142857,0.144638889,1.056819118
(-)-epicatechin 3-o-gallate,skin diseases,7,310,1.428571429,1.302285714,0.146143904,0.864118929
(-)-epicatechin 3-o-gallate,neoplasms,7,531,1,1.181857143,0.152427366,-1.193074099
(-)-epicatechin 3-o-gallate,"congenital, hereditary, and neonatal diseases and abnormalities",7,1129,1.285714286,1.053142857,0.153703664,1.513115709
(-)-epicatechin 3-o-gallate,motor neuron disease,7,36,1.714285714,1.623571429,0.156216425,0.580696209
(-)-epicatechin 3-o-gallate,cardiomyopathies,7,53,1.714285714,1.648,0.154041076,0.430311941
(-)-epicatechin 3-o-gallate,joint diseases,7,89,1.571428571,1.569571429,0.158360928,0.011727279
(-)-epicatechin 3-o-gallate,"uveitis, anterior",7,14,2,1.933571429,0.131767808,0.504133541
(-)-epicatechin 3-o-gallate,graves disease,7,14,2.142857143,1.997,0.137807837,1.058409636
(-)-epicatechin 3-o-gallate,"renal tubular transport, inborn errors",7,38,2,1.873571429,0.133537047,0.946767766
(-)-epicatechin 3-o-gallate,muscular dystrophies,7,39,1.714285714,1.750571429,0.145930092,-0.248651349
(-)-epicatechin 3-o-gallate,carotid artery diseases,7,19,1.857142857,1.927142857,0.132626528,-0.527797878
(-)-epicatechin 3-o-gallate,"pathological conditions, signs and symptoms",7,220,1.571428571,1.498428571,0.161490443,0.452039133
(-)-epicatechin 3-o-gallate,heart diseases,7,197,1.571428571,1.465,0.156098804,0.681802605
(-)-epicatechin 3-o-gallate,leprosy,7,20,2,1.985428571,0.133064048,0.109506879
(-)-epicatechin 3-o-gallate,breast neoplasms,7,43,1.714285714,1.617142857,0.167551393,0.579779465
(-)-epicatechin 3-o-gallate,bone diseases,7,162,1.428571429,1.457714286,0.155994767,-0.186819454
(-)-epicatechin 3-o-gallate,respiratory tract diseases,7,103,1.428571429,1.511857143,0.161062227,-0.517102713
(-)-epicatechin 3-o-gallate,cardiovascular abnormalities,7,71,1.571428571,1.680428571,0.148105795,-0.735960399
(-)-epicatechin 3-o-gallate,death,7,23,1.857142857,1.842,0.169076966,0.089561917
(-)-epicatechin 3-o-gallate,arteriosclerosis,7,45,1.857142857,1.801285714,0.138366491,0.403689814
(-)-epicatechin 3-o-gallate,intestinal neoplasms,7,43,1.857142857,1.593,0.151738161,1.740780672
(-)-epicatechin 3-o-gallate,skin abnormalities,7,72,1.571428571,1.638428571,0.153665353,-0.436012403
(-)-epicatechin 3-o-gallate,adenocarcinoma,7,32,1.428571429,1.670428571,0.168834601,-1.432509341
(-)-epicatechin 3-o-gallate,urological manifestations,7,19,1.857142857,1.998428571,0.124775635,-1.132318131
(-)-epicatechin 3-o-gallate,"anemia, hemolytic",7,29,1.714285714,1.868428571,0.144896796,-1.063811353
(-)-epicatechin 3-o-gallate,respiratory hypersensitivity,7,45,1.714285714,1.729,0.156908331,-0.093776319
(-)-epicatechin 3-o-gallate,ovarian diseases,7,28,1.714285714,1.619428571,0.174092633,0.544865921
(-)-epicatechin 3-o-gallate,spinocerebellar ataxias,7,33,1.714285714,1.772142857,0.137986616,-0.419295325
(-)-epicatechin 3-o-gallate,urogenital neoplasms,7,135,1.285714286,1.441857143,0.15401769,-1.013798199
(-)-epicatechin 3-o-gallate,"anemia, aplastic",7,21,1.857142857,1.766571429,0.141712846,0.639119398
(-)-epicatechin 3-o-gallate,head and neck neoplasms,7,38,1.571428571,1.665142857,0.149806951,-0.625567007
(-)-epicatechin 3-o-gallate,lung neoplasms,7,21,1.571428571,1.682428571,0.177813879,-0.624248235
(-)-epicatechin 3-o-gallate,leukemia,7,124,1.285714286,1.434428571,0.15100473,-0.984831968
(-)-epicatechin 3-o-gallate,actinomycetales infections,7,29,1.714285714,1.852,0.148509877,-0.927307248
(-)-epicatechin 3-o-gallate,colonic diseases,7,116,1.571428571,1.495285714,0.15299133,0.497693937
(-)-epicatechin 3-o-gallate,colitis,7,68,1.714285714,1.655571429,0.149835216,0.391859053
(-)-epicatechin 3-o-gallate,blood platelet disorders,7,28,2,1.895857143,0.136990913,0.760217265
(-)-epicatechin 3-o-gallate,esophageal diseases,7,26,1.571428571,1.726857143,0.158838642,-0.978531226
(-)-epicatechin 3-o-gallate,keratosis,7,25,1.714285714,1.866,0.136138885,-1.114408173
(-)-epicatechin 3-o-gallate,rectal diseases,7,32,1.857142857,1.652,0.156224851,1.313125638
(-)-epicatechin 3-o-gallate,insulin resistance,7,32,2,1.910428571,0.129667628,0.690777102
(-)-epicatechin 3-o-gallate,mycobacterium infections,7,29,1.714285714,1.852,0.148509877,-0.927307248
(-)-epicatechin 3-o-gallate,spinocerebellar degenerations,7,35,1.857142857,1.771428571,0.135827021,0.631054743
(-)-epicatechin 3-o-gallate,ocular motility disorders,7,20,2,1.959428571,0.138161692,0.293651794
(-)-epicatechin 3-o-gallate,adrenal gland diseases,7,19,1.714285714,1.830285714,0.181527307,-0.639022314
(-)-epicatechin 3-o-gallate,"lysosomal storage diseases, nervous system",7,36,2,1.862,0.140032358,0.985486513
(-)-epicatechin 3-o-gallate,intestinal diseases,7,222,1.428571429,1.390714286,0.154838626,0.24449418
(-)-epicatechin 3-o-gallate,myocardial ischemia,7,52,1.857142857,1.747571429,0.152041281,0.72066894
(-)-epicatechin 3-o-gallate,gout,7,17,1.857142857,1.989571429,0.137742069,-0.961424294
(-)-epicatechin 3-o-gallate,neuromuscular diseases,7,177,1.142857143,1.388428571,0.152666035,-1.608553127
(-)-epicatechin 3-o-gallate,hematologic diseases,7,198,1.428571429,1.402285714,0.150247687,0.174949211
(-)-epicatechin 3-o-gallate,spinal cord diseases,7,70,1.714285714,1.528714286,0.15969352,1.162047328
(-)-epicatechin 3-o-gallate,multiple sclerosis,7,84,1.428571429,1.549857143,0.166120131,-0.730108467
(-)-epicatechin 3-o-gallate,albuminuria,7,19,1.857142857,1.998428571,0.124775635,-1.132318131
(-)-epicatechin 3-o-gallate,metabolic syndrome x,7,17,2.142857143,1.966571429,0.125132093,1.408796971
(-)-epicatechin 3-o-gallate,brain diseases,7,351,1.428571429,1.320571429,0.159748782,0.676061491
(-)-epicatechin 3-o-gallate,connective tissue diseases,7,175,1.428571429,1.453285714,0.149083664,-0.165774607
(-)-epicatechin 3-o-gallate,neoplasms by site,7,281,1.285714286,1.306142857,0.148086503,-0.137950259
(-)-epicatechin 3-o-gallate,female urogenital diseases,7,264,1.285714286,1.367,0.155000922,-0.524420845
(-)-epicatechin 3-o-gallate,"spastic paraplegia, hereditary",7,23,1.857142857,1.861,0.141007381,-0.027354191
(-)-epicatechin 3-o-gallate,heart arrest,7,17,1.857142857,1.856428571,0.170890525,0.004179785
(-)-epicatechin 3-o-gallate,"lymphoma, non-hodgkin",7,26,1.571428571,1.674428571,0.170063554,-0.605655932
(-)-epicatechin 3-o-gallate,"leukemia, lymphoid",7,73,1.428571429,1.599285714,0.149213927,-1.144090833
(-)-epicatechin 3-o-gallate,musculoskeletal diseases,7,330,1.142857143,1.311571429,0.157158376,-1.073530347
(-)-epicatechin 3-o-gallate,nutrition disorders,7,25,2.142857143,1.956714286,0.131334671,1.417316959
(-)-epicatechin 3-o-gallate,autoimmune diseases of the nervous system,7,99,1.428571429,1.541571429,0.159803387,-0.70711893
(-)-epicatechin 3-o-gallate,"limb deformities, congenital",7,21,1.857142857,1.753571429,0.166437768,0.62228321
(-)-epicatechin 3-o-gallate,"arthritis, rheumatoid",7,43,1.571428571,1.709571429,0.160986183,-0.858103813
(-)-epicatechin 3-o-gallate,lipidoses,7,29,2,1.895428571,0.132185399,0.79109667
(-)-epicatechin 3-o-gallate,retinitis pigmentosa,7,72,2.285714286,1.751285714,0.148180736,3.606599513
(-)-epicatechin 3-o-gallate,male urogenital diseases,7,317,1.285714286,1.39,0.166175467,-0.627563842
(-)-epicatechin 3-o-gallate,neuroendocrine tumors,7,25,1.571428571,1.756714286,0.145039826,-1.27748164
(-)-epicatechin 3-o-gallate,pancreatic diseases,7,25,1.857142857,1.753,0.163604738,0.636551597
(-)-epicatechin 3-o-gallate,"death, sudden, cardiac",7,17,1.857142857,1.856428571,0.170890525,0.004179785
(-)-epicatechin 3-o-gallate,hemostatic disorders,7,24,2.142857143,1.857142857,0.141276975,2.022369786
(-)-epicatechin 3-o-gallate,blood coagulation disorders,7,40,2.142857143,1.835,0.142640908,2.158266851
(-)-epicatechin 3-o-gallate,"neoplasms, connective tissue",7,30,1.714285714,1.660714286,0.162278106,0.330121111
(-)-epicatechin 3-o-gallate,"leukemia, lymphocytic, chronic, b-cell",7,19,1.428571429,1.806,0.163372368,-2.310235055
(-)-epicatechin 3-o-gallate,proteostasis deficiencies,7,40,1.714285714,1.605428571,0.160443009,0.678478567
(-)-epicatechin 3-o-gallate,liver cirrhosis,7,30,1.714285714,1.761142857,0.154683086,-0.302923507
(-)-epicatechin 3-o-gallate,"cardiomyopathy, hypertrophic",7,23,2,1.883428571,0.138220764,0.843371323
(-)-epicatechin 3-o-gallate,hair diseases,7,22,2,1.881142857,0.140971556,0.843128545
(-)-epicatechin 3-o-gallate,"neoplasms, germ cell and embryonal",7,59,1.285714286,1.550285714,0.149700108,-1.767342933
(-)-epicatechin 3-o-gallate,arterial occlusive diseases,7,51,1.714285714,1.773,0.139538525,-0.420774733
(-)-epicatechin 3-o-gallate,dyskinesias,7,50,1.571428571,1.618571429,0.155517569,-0.30313525
(-)-epicatechin 3-o-gallate,prostatic neoplasms,7,68,1.571428571,1.633,0.151942457,-0.405228597
(-)-epicatechin 3-o-gallate,bacterial infections and mycoses,7,37,1.714285714,1.760142857,0.157270013,-0.29158224
(-)-epicatechin 3-o-gallate,bronchial diseases,7,54,1.714285714,1.714428571,0.159655177,-0.000894786
(-)-epicatechin 3-o-gallate,adnexal diseases,7,28,1.714285714,1.619428571,0.174092633,0.544865921
(-)-epicatechin 3-o-gallate,lymphoma,7,29,1.571428571,1.683142857,0.17050202,-0.65520799
(-)-epicatechin 3-o-gallate,"skin diseases, genetic",7,130,1.571428571,1.550714286,0.146939874,0.140971168
(-)-epicatechin 3-o-gallate,lysosomal storage diseases,7,49,2,1.834571429,0.143643266,1.151662563
(-)-epicatechin 3-o-gallate,ectodermal dysplasia,7,20,1.571428571,1.821571429,0.152462709,-1.640682231
(-)-epicatechin 3-o-gallate,parkinsonian disorders,7,40,1.714285714,1.695,0.15835732,0.121786061
(-)-epicatechin 3-o-gallate,"hypersensitivity, immediate",7,54,1.714285714,1.703428571,0.161006021,0.067433148
(-)-epicatechin 3-o-gallate,carcinoma,7,57,1.428571429,1.549285714,0.150439831,-0.802409074
(-)-epicatechin 3-o-gallate,ataxia,7,35,1.714285714,1.753,0.142539576,-0.271603767
(-)-epicatechin 3-o-gallate,psoriasis,7,60,1.714285714,1.663285714,0.155284531,0.328429365
(-)-epicatechin 3-o-gallate,muscular diseases,7,70,1.428571429,1.645571429,0.152371659,-1.424149356
(-)-epicatechin 3-o-gallate,ankylosis,7,14,2,1.898142857,0.146289551,0.696270802
(-)-epicatechin 3-o-gallate,"neoplastic syndromes, hereditary",7,37,1.571428571,1.589714286,0.161094218,-0.113509439
(-)-epicatechin 3-o-gallate,spondylarthritis,7,20,2,1.794857143,0.147489467,1.390898356
(-)-epicatechin 3-o-gallate,"leukemia, myeloid",7,54,1.571428571,1.530142857,0.15422479,0.267698302
(-)-epicatechin 3-o-gallate,uveitis,7,14,2,1.933571429,0.131767808,0.504133541
(-)-epicatechin 3-o-gallate,dyssomnias,7,21,2.142857143,1.965428571,0.128526659,1.380480695
(-)-epicatechin 3-o-gallate,obesity,7,14,2.142857143,1.995714286,0.13409561,1.097298092
(-)-epicatechin 3-o-gallate,stomatognathic diseases,7,44,1.571428571,1.774857143,0.144859115,-1.404320129
(-)-epicatechin 3-o-gallate,sensation disorders,7,22,2.142857143,2.002,0.126797605,1.11088173
(-)-epicatechin 3-o-gallate,amyotrophic lateral sclerosis,7,25,1.714285714,1.686857143,0.16106381,0.170296303
(-)-epicatechin 3-o-gallate,varicose veins,7,28,1.857142857,1.955142857,0.126443018,-0.775052682
(-)-epicatechin 3-o-gallate,lymphoproliferative disorders,7,115,1.285714286,1.482714286,0.149240184,-1.320019811
(-)-epicatechin 3-o-gallate,vasculitis,7,17,2,1.93,0.132318416,0.529026888
(-)-epicatechin 3-o-gallate,"lupus erythematosus, systemic",7,87,1.428571429,1.615714286,0.167569663,-1.116806313
(-)-epicatechin 3-o-gallate,lipid metabolism disorders,7,55,1.714285714,1.730285714,0.143246327,-0.111695709
(-)-epicatechin 3-o-gallate,asthma,7,43,1.714285714,1.737857143,0.167927037,-0.140367084
(-)-epicatechin 3-o-gallate,myeloproliferative disorders,7,19,1.714285714,1.783285714,0.146225364,-0.471874359
(-)-epicatechin 3-o-gallate,"eye diseases, hereditary",7,136,1.428571429,1.646285714,0.157624198,-1.38122375
(-)-epicatechin 3-o-gallate,coronary artery disease,7,37,2,1.863571429,0.142211039,0.959338828
(-)-epicatechin 3-o-gallate,retinal degeneration,7,120,2,1.713,0.147005414,1.952309045
(-)-epicatechin 3-o-gallate,hypothalamic diseases,7,26,1.857142857,1.833714286,0.135307963,0.173149982
(-)-epicatechin 3-o-gallate,nevi and melanomas,7,17,2,1.864857143,0.135758188,0.995467447
(-)-epicatechin 3-o-gallate,autoimmune diseases,7,288,1.285714286,1.336,0.151865676,-0.331119681
(-)-epicatechin 3-o-gallate,spinal diseases,7,27,2,1.796,0.147137032,1.386462657
(-)-epicatechin 3-o-gallate,skin and connective tissue diseases,7,428,1.428571429,1.241714286,0.15604395,1.197464836
(-)-epicatechin 3-o-gallate,hyperinsulinism,7,32,2,1.910428571,0.129667628,0.690777102
(-)-epicatechin 3-o-gallate,gonadal disorders,7,67,1.714285714,1.547285714,0.157301154,1.061657818
(-)-epicatechin 3-o-gallate,osteochondrodysplasias,7,56,1.714285714,1.755,0.144827484,-0.281122648
(-)-epicatechin 3-o-gallate,gram-positive bacterial infections,7,29,1.714285714,1.852,0.148509877,-0.927307248
(-)-epicatechin 3-o-gallate,charcot-marie-tooth disease,7,29,1.714285714,1.780142857,0.149998571,-0.439051801
(-)-epicatechin 3-o-gallate,gastrointestinal neoplasms,7,75,1.285714286,1.491,0.155184617,-1.32284835
(-)-epicatechin 3-o-gallate,"neoplasms, nerve tissue",7,54,1.285714286,1.568857143,0.143546622,-1.972480114
(-)-epicatechin 3-o-gallate,eye diseases,7,272,1.428571429,1.446142857,0.148315095,-0.118473636
(-)-epicatechin 3-o-gallate,craniofacial abnormalities,7,43,1.428571429,1.603571429,0.154680381,-1.131365195
(-)-epicatechin 3-o-gallate,body weight,7,14,2.142857143,1.995714286,0.13409561,1.097298092
(-)-epicatechin 3-o-gallate,dwarfism,7,27,1.857142857,1.884428571,0.135414632,-0.201497534
(-)-epicatechin 3-o-gallate,osteoporosis,7,18,1.857142857,1.995571429,0.130621669,-1.059767284
(-)-epicatechin 3-o-gallate,dna repair-deficiency disorders,7,46,1.714285714,1.647,0.143793999,0.467931308
(-)-epicatechin 3-o-gallate,"diabetes mellitus, type 1",7,94,1.428571429,1.589428571,0.15623922,-1.029556745
(-)-epicatechin 3-o-gallate,colorectal neoplasms,7,43,1.857142857,1.593,0.151738161,1.740780672
(-)-epicatechin 3-o-gallate,diabetes mellitus,7,186,1.428571429,1.485857143,0.156113446,-0.366949264
(-)-epicatechin 3-o-gallate,macular degeneration,7,51,2,1.899285714,0.135975313,0.740680669
(-)-epicatechin 3-o-gallate,"cardiomyopathy, hypertrophic, familial",7,22,2,1.866714286,0.143463783,0.929054784
(-)-epicatechin 3-o-gallate,biliary tract diseases,7,48,1.571428571,1.692571429,0.150434473,-0.805286547
(-)-epicatechin 3-o-gallate,kidney neoplasms,7,23,1.714285714,1.782,0.148277456,-0.45667283
(-)-epicatechin 3-o-gallate,stomatognathic system abnormalities,7,19,2.142857143,2.007,0.126378037,1.075005961
(-)-epicatechin 3-o-gallate,breast diseases,7,45,1.714285714,1.607142857,0.158017049,0.678046185
(-)-epicatechin 3-o-gallate,precursor cell lymphoblastic leukemia-lymphoma,7,43,2,1.733285714,0.147171356,1.81227035
(-)-epicatechin 3-o-gallate,hypotrichosis,7,18,2,1.913,0.140270802,0.620228862
(-)-epicatechin 3-o-gallate,female urogenital diseases and pregnancy complications,7,275,1.285714286,1.377857143,0.152193151,-0.605433666
(-)-epicatechin 3-o-gallate,neurobehavioral manifestations,7,104,1.714285714,1.533571429,0.152581527,1.184378535
(-)-epicatechin 3-o-gallate,aneurysm,7,17,1.857142857,1.830285714,0.148506579,0.180848168
(-)-epicatechin 3-o-gallate,"spondylitis, ankylosing",7,14,2,1.898142857,0.146289551,0.696270802
(-)-epicatechin 3-o-gallate,orbital diseases,7,14,2.142857143,1.997,0.137807837,1.058409636
(-)-epicatechin 3-o-gallate,proteinuria,7,19,1.857142857,1.998428571,0.124775635,-1.132318131
(-)-epicatechin 3-o-gallate,demyelinating diseases,7,104,1.428571429,1.519571429,0.158257798,-0.57501116
(-)-epicatechin 3-o-gallate,urogenital abnormalities,7,35,1.857142857,1.695,0.160914161,1.007635721
(-)-epicatechin 3-o-gallate,coronary disease,7,44,1.857142857,1.760428571,0.169433088,0.570811089
