,chemical,DirectEvidence,disease,pubchem_compound_id
236289,trans-resveratrol 3-sulfate,therapeutic,Drug-Related Side Effects and Adverse Reactions,25113755.0
236564,resveratrol 3-sulfate,therapeutic,Dyslipidemias,25113755.0
236565,trans-resveratrol 3-sulfate,therapeutic,Dyslipidemias,25113755.0
236704,resveratrol 3-sulfate,therapeutic,Edema,25113755.0
236705,trans-resveratrol 3-sulfate,therapeutic,Edema,25113755.0
236784,resveratrol 3-sulfate,therapeutic,"Edema, Cardiac",25113755.0
236785,trans-resveratrol 3-sulfate,therapeutic,"Edema, Cardiac",25113755.0
236836,resveratrol 3-sulfate,therapeutic,Embolism and Thrombosis,25113755.0
236837,trans-resveratrol 3-sulfate,therapeutic,Embolism and Thrombosis,25113755.0
236900,resveratrol 3-sulfate,therapeutic,"Encephalomyelitis, Autoimmune, Experimental",25113755.0
236901,trans-resveratrol 3-sulfate,therapeutic,"Encephalomyelitis, Autoimmune, Experimental",25113755.0
237108,resveratrol 3-sulfate,therapeutic,Endometriosis,25113755.0
237109,trans-resveratrol 3-sulfate,therapeutic,Endometriosis,25113755.0
237416,resveratrol 3-sulfate,therapeutic,Endomyocardial Fibrosis,25113755.0
237417,trans-resveratrol 3-sulfate,therapeutic,Endomyocardial Fibrosis,25113755.0
237440,resveratrol 3-sulfate,therapeutic,Endotoxemia,25113755.0
237441,trans-resveratrol 3-sulfate,therapeutic,Endotoxemia,25113755.0
237512,resveratrol 3-sulfate,therapeutic,"Enterocolitis, Necrotizing",25113755.0
237513,trans-resveratrol 3-sulfate,therapeutic,"Enterocolitis, Necrotizing",25113755.0
237552,resveratrol 3-sulfate,therapeutic,Enterovirus Infections,25113755.0
237553,trans-resveratrol 3-sulfate,therapeutic,Enterovirus Infections,25113755.0
237844,resveratrol 3-sulfate,therapeutic,Epstein-Barr Virus Infections,25113755.0
237845,trans-resveratrol 3-sulfate,therapeutic,Epstein-Barr Virus Infections,25113755.0
237848,resveratrol 3-sulfate,therapeutic,Erectile Dysfunction,25113755.0
237849,trans-resveratrol 3-sulfate,therapeutic,Erectile Dysfunction,25113755.0
237876,resveratrol 3-sulfate,therapeutic,Erythema,25113755.0
237877,trans-resveratrol 3-sulfate,therapeutic,Erythema,25113755.0
237944,resveratrol 3-sulfate,therapeutic,Esophageal Neoplasms,25113755.0
237945,trans-resveratrol 3-sulfate,therapeutic,Esophageal Neoplasms,25113755.0
238512,resveratrol 3-sulfate,therapeutic,Fanconi Anemia,25113755.0
238513,trans-resveratrol 3-sulfate,therapeutic,Fanconi Anemia,25113755.0
238576,resveratrol 3-sulfate,therapeutic,Fatigue,25113755.0
238577,trans-resveratrol 3-sulfate,therapeutic,Fatigue,25113755.0
238592,resveratrol 3-sulfate,therapeutic,Fatty Liver,25113755.0
238593,trans-resveratrol 3-sulfate,therapeutic,Fatty Liver,25113755.0
238824,resveratrol 3-sulfate,therapeutic,"Fatty Liver, Alcoholic",25113755.0
238825,trans-resveratrol 3-sulfate,therapeutic,"Fatty Liver, Alcoholic",25113755.0
238920,resveratrol 3-sulfate,therapeutic,Fetal Growth Retardation,25113755.0
238921,trans-resveratrol 3-sulfate,therapeutic,Fetal Growth Retardation,25113755.0
239056,resveratrol 3-sulfate,therapeutic,Fibrosis,25113755.0
239057,trans-resveratrol 3-sulfate,therapeutic,Fibrosis,25113755.0
239192,resveratrol 3-sulfate,therapeutic,Fish Diseases,25113755.0
239193,trans-resveratrol 3-sulfate,therapeutic,Fish Diseases,25113755.0
239236,resveratrol 3-sulfate,therapeutic,Food Hypersensitivity,25113755.0
239237,trans-resveratrol 3-sulfate,therapeutic,Food Hypersensitivity,25113755.0
239296,resveratrol 3-sulfate,therapeutic,Friedreich Ataxia,25113755.0
239297,trans-resveratrol 3-sulfate,therapeutic,Friedreich Ataxia,25113755.0
239692,resveratrol 3-sulfate,therapeutic,Glioblastoma,25113755.0
239693,trans-resveratrol 3-sulfate,therapeutic,Glioblastoma,25113755.0
239840,resveratrol 3-sulfate,therapeutic,Glioma,25113755.0
239841,trans-resveratrol 3-sulfate,therapeutic,Glioma,25113755.0
240180,resveratrol 3-sulfate,therapeutic,"Glomerulonephritis, IGA",25113755.0
240181,trans-resveratrol 3-sulfate,therapeutic,"Glomerulonephritis, IGA",25113755.0
240264,resveratrol 3-sulfate,therapeutic,"Glomerulonephritis, Membranous",25113755.0
240265,trans-resveratrol 3-sulfate,therapeutic,"Glomerulonephritis, Membranous",25113755.0
240352,resveratrol 3-sulfate,therapeutic,Glucose Intolerance,25113755.0
240353,trans-resveratrol 3-sulfate,therapeutic,Glucose Intolerance,25113755.0
240708,resveratrol 3-sulfate,therapeutic,Head and Neck Neoplasms,25113755.0
240709,trans-resveratrol 3-sulfate,therapeutic,Head and Neck Neoplasms,25113755.0
240776,resveratrol 3-sulfate,therapeutic,Hearing Loss,25113755.0
240777,trans-resveratrol 3-sulfate,therapeutic,Hearing Loss,25113755.0
240820,resveratrol 3-sulfate,therapeutic,"Hearing Loss, Noise-Induced",25113755.0
240821,trans-resveratrol 3-sulfate,therapeutic,"Hearing Loss, Noise-Induced",25113755.0
240972,resveratrol 3-sulfate,therapeutic,Heart Diseases,25113755.0
240973,trans-resveratrol 3-sulfate,therapeutic,Heart Diseases,25113755.0
241088,resveratrol 3-sulfate,therapeutic,Heart Failure,25113755.0
241089,trans-resveratrol 3-sulfate,therapeutic,Heart Failure,25113755.0
241408,resveratrol 3-sulfate,therapeutic,"Heart Failure, Diastolic",25113755.0
241409,trans-resveratrol 3-sulfate,therapeutic,"Heart Failure, Diastolic",25113755.0
241700,resveratrol 3-sulfate,therapeutic,Hematoma,25113755.0
241701,trans-resveratrol 3-sulfate,therapeutic,Hematoma,25113755.0
241820,resveratrol 3-sulfate,therapeutic,Hemorrhage,25113755.0
241821,trans-resveratrol 3-sulfate,therapeutic,Hemorrhage,25113755.0
241912,resveratrol 3-sulfate,therapeutic,Hepatic Insufficiency,25113755.0
241913,trans-resveratrol 3-sulfate,therapeutic,Hepatic Insufficiency,25113755.0
241924,resveratrol 3-sulfate,therapeutic,Hepatitis,25113755.0
241925,trans-resveratrol 3-sulfate,therapeutic,Hepatitis,25113755.0
242088,resveratrol 3-sulfate,therapeutic,Hepatitis C,25113755.0
242089,trans-resveratrol 3-sulfate,therapeutic,Hepatitis C,25113755.0
242236,resveratrol 3-sulfate,therapeutic,Hepatomegaly,25113755.0
242237,trans-resveratrol 3-sulfate,therapeutic,Hepatomegaly,25113755.0
242528,resveratrol 3-sulfate,therapeutic,Herpes Simplex,25113755.0
242529,trans-resveratrol 3-sulfate,therapeutic,Herpes Simplex,25113755.0
242604,resveratrol 3-sulfate,therapeutic,HIV Infections,25113755.0
242605,trans-resveratrol 3-sulfate,therapeutic,HIV Infections,25113755.0
242912,resveratrol 3-sulfate,therapeutic,Huntington Disease,25113755.0
242913,trans-resveratrol 3-sulfate,therapeutic,Huntington Disease,25113755.0
242984,resveratrol 3-sulfate,therapeutic,Hyperalgesia,25113755.0
242985,trans-resveratrol 3-sulfate,therapeutic,Hyperalgesia,25113755.0
243180,resveratrol 3-sulfate,therapeutic,Hyperamylasemia,25113755.0
243181,trans-resveratrol 3-sulfate,therapeutic,Hyperamylasemia,25113755.0
243260,resveratrol 3-sulfate,therapeutic,Hypercholesterolemia,25113755.0
243261,trans-resveratrol 3-sulfate,therapeutic,Hypercholesterolemia,25113755.0
243400,resveratrol 3-sulfate,therapeutic,Hyperglycemia,25113755.0
243401,trans-resveratrol 3-sulfate,therapeutic,Hyperglycemia,25113755.0
243532,resveratrol 3-sulfate,therapeutic,Hyperinsulinism,25113755.0
243533,trans-resveratrol 3-sulfate,therapeutic,Hyperinsulinism,25113755.0
243648,resveratrol 3-sulfate,therapeutic,Hyperlipidemias,25113755.0
243649,trans-resveratrol 3-sulfate,therapeutic,Hyperlipidemias,25113755.0
243808,resveratrol 3-sulfate,therapeutic,Hyperplasia,25113755.0
243809,trans-resveratrol 3-sulfate,therapeutic,Hyperplasia,25113755.0
243904,resveratrol 3-sulfate,therapeutic,Hypersensitivity,25113755.0
243905,trans-resveratrol 3-sulfate,therapeutic,Hypersensitivity,25113755.0
244120,resveratrol 3-sulfate,therapeutic,Hypertension,25113755.0
244121,trans-resveratrol 3-sulfate,therapeutic,Hypertension,25113755.0
244620,resveratrol 3-sulfate,therapeutic,"Hypertension, Pulmonary",25113755.0
244621,trans-resveratrol 3-sulfate,therapeutic,"Hypertension, Pulmonary",25113755.0
244716,resveratrol 3-sulfate,therapeutic,Hypertensive Encephalopathy,25113755.0
244717,trans-resveratrol 3-sulfate,therapeutic,Hypertensive Encephalopathy,25113755.0
244720,resveratrol 3-sulfate,therapeutic,Hypertensive Nephropathy,25113755.0
244721,trans-resveratrol 3-sulfate,therapeutic,Hypertensive Nephropathy,25113755.0
244724,resveratrol 3-sulfate,therapeutic,Hyperthyroidism,25113755.0
244725,trans-resveratrol 3-sulfate,therapeutic,Hyperthyroidism,25113755.0
244776,resveratrol 3-sulfate,therapeutic,Hypertriglyceridemia,25113755.0
244777,trans-resveratrol 3-sulfate,therapeutic,Hypertriglyceridemia,25113755.0
244812,resveratrol 3-sulfate,therapeutic,Hypertrophy,25113755.0
244813,trans-resveratrol 3-sulfate,therapeutic,Hypertrophy,25113755.0
244868,resveratrol 3-sulfate,therapeutic,"Hypertrophy, Left Ventricular",25113755.0
244869,trans-resveratrol 3-sulfate,therapeutic,"Hypertrophy, Left Ventricular",25113755.0
244928,resveratrol 3-sulfate,therapeutic,"Hypertrophy, Right Ventricular",25113755.0
244929,trans-resveratrol 3-sulfate,therapeutic,"Hypertrophy, Right Ventricular",25113755.0
244936,resveratrol 3-sulfate,therapeutic,Hyperuricemia,25113755.0
244937,trans-resveratrol 3-sulfate,therapeutic,Hyperuricemia,25113755.0
245112,resveratrol 3-sulfate,therapeutic,Hyponatremia,25113755.0
245113,trans-resveratrol 3-sulfate,therapeutic,Hyponatremia,25113755.0
245296,resveratrol 3-sulfate,therapeutic,Hypothermia,25113755.0
245297,trans-resveratrol 3-sulfate,therapeutic,Hypothermia,25113755.0
245520,resveratrol 3-sulfate,therapeutic,"Infarction, Middle Cerebral Artery",25113755.0
245521,trans-resveratrol 3-sulfate,therapeutic,"Infarction, Middle Cerebral Artery",25113755.0
245652,resveratrol 3-sulfate,therapeutic,"Infertility, Female",25113755.0
245653,trans-resveratrol 3-sulfate,therapeutic,"Infertility, Female",25113755.0
245748,resveratrol 3-sulfate,therapeutic,"Infertility, Male",25113755.0
245749,trans-resveratrol 3-sulfate,therapeutic,"Infertility, Male",25113755.0
245856,resveratrol 3-sulfate,therapeutic,Inflammation,25113755.0
245857,trans-resveratrol 3-sulfate,therapeutic,Inflammation,25113755.0
246220,resveratrol 3-sulfate,therapeutic,"Influenza, Human",25113755.0
246221,trans-resveratrol 3-sulfate,therapeutic,"Influenza, Human",25113755.0
246300,resveratrol 3-sulfate,therapeutic,Insulin Resistance,25113755.0
246301,trans-resveratrol 3-sulfate,therapeutic,Insulin Resistance,25113755.0
246612,resveratrol 3-sulfate,therapeutic,Intervertebral Disc Degeneration,25113755.0
246613,trans-resveratrol 3-sulfate,therapeutic,Intervertebral Disc Degeneration,25113755.0
246624,resveratrol 3-sulfate,therapeutic,Intestinal Diseases,25113755.0
246625,trans-resveratrol 3-sulfate,therapeutic,Intestinal Diseases,25113755.0
246788,resveratrol 3-sulfate,therapeutic,Ischemia,25113755.0
246789,trans-resveratrol 3-sulfate,therapeutic,Ischemia,25113755.0
246880,resveratrol 3-sulfate,therapeutic,"Ischemic Attack, Transient",25113755.0
246881,trans-resveratrol 3-sulfate,therapeutic,"Ischemic Attack, Transient",25113755.0
246996,resveratrol 3-sulfate,therapeutic,Keloid,25113755.0
246997,trans-resveratrol 3-sulfate,therapeutic,Keloid,25113755.0
247160,resveratrol 3-sulfate,therapeutic,Kidney Calculi,25113755.0
247161,trans-resveratrol 3-sulfate,therapeutic,Kidney Calculi,25113755.0
247184,resveratrol 3-sulfate,therapeutic,Kidney Diseases,25113755.0
247185,trans-resveratrol 3-sulfate,therapeutic,Kidney Diseases,25113755.0
248016,resveratrol 3-sulfate,therapeutic,Lens Diseases,25113755.0
248017,trans-resveratrol 3-sulfate,therapeutic,Lens Diseases,25113755.0
248268,resveratrol 3-sulfate,therapeutic,"Leukemia, Lymphoid",25113755.0
248269,trans-resveratrol 3-sulfate,therapeutic,"Leukemia, Lymphoid",25113755.0
248280,resveratrol 3-sulfate,therapeutic,"Leukemia-Lymphoma, Adult T-Cell",25113755.0
248281,trans-resveratrol 3-sulfate,therapeutic,"Leukemia-Lymphoma, Adult T-Cell",25113755.0
248372,resveratrol 3-sulfate,therapeutic,"Leukemia, Monocytic, Acute",25113755.0
248373,trans-resveratrol 3-sulfate,therapeutic,"Leukemia, Monocytic, Acute",25113755.0
248380,resveratrol 3-sulfate,therapeutic,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",25113755.0
248381,trans-resveratrol 3-sulfate,therapeutic,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",25113755.0
248452,resveratrol 3-sulfate,therapeutic,"Leukemia, Myeloid, Acute",25113755.0
248453,trans-resveratrol 3-sulfate,therapeutic,"Leukemia, Myeloid, Acute",25113755.0
248696,resveratrol 3-sulfate,therapeutic,"Leukemia, Promyelocytic, Acute",25113755.0
248697,trans-resveratrol 3-sulfate,therapeutic,"Leukemia, Promyelocytic, Acute",25113755.0
248796,resveratrol 3-sulfate,therapeutic,"Leukemia, T-Cell",25113755.0
248797,trans-resveratrol 3-sulfate,therapeutic,"Leukemia, T-Cell",25113755.0
249152,resveratrol 3-sulfate,therapeutic,Liver Cirrhosis,25113755.0
249153,trans-resveratrol 3-sulfate,therapeutic,Liver Cirrhosis,25113755.0
249500,resveratrol 3-sulfate,therapeutic,"Liver Cirrhosis, Experimental",25113755.0
249501,trans-resveratrol 3-sulfate,therapeutic,"Liver Cirrhosis, Experimental",25113755.0
250968,resveratrol 3-sulfate,therapeutic,Liver Diseases,25113755.0
250969,trans-resveratrol 3-sulfate,therapeutic,Liver Diseases,25113755.0
251132,resveratrol 3-sulfate,therapeutic,"Liver Diseases, Alcoholic",25113755.0
251133,trans-resveratrol 3-sulfate,therapeutic,"Liver Diseases, Alcoholic",25113755.0
251240,resveratrol 3-sulfate,therapeutic,Liver Neoplasms,25113755.0
251241,trans-resveratrol 3-sulfate,therapeutic,Liver Neoplasms,25113755.0
251508,resveratrol 3-sulfate,therapeutic,"Liver Neoplasms, Experimental",25113755.0
251509,trans-resveratrol 3-sulfate,therapeutic,"Liver Neoplasms, Experimental",25113755.0
251848,resveratrol 3-sulfate,therapeutic,Lung Diseases,25113755.0
251849,trans-resveratrol 3-sulfate,therapeutic,Lung Diseases,25113755.0
252640,resveratrol 3-sulfate,therapeutic,Lymphatic Diseases,25113755.0
252641,trans-resveratrol 3-sulfate,therapeutic,Lymphatic Diseases,25113755.0
252728,resveratrol 3-sulfate,therapeutic,"Lymphoma, B-Cell",25113755.0
252729,trans-resveratrol 3-sulfate,therapeutic,"Lymphoma, B-Cell",25113755.0
252920,resveratrol 3-sulfate,therapeutic,"Lymphoma, Non-Hodgkin",25113755.0
252921,trans-resveratrol 3-sulfate,therapeutic,"Lymphoma, Non-Hodgkin",25113755.0
253128,resveratrol 3-sulfate,therapeutic,Lymphoproliferative Disorders,25113755.0
253129,trans-resveratrol 3-sulfate,therapeutic,Lymphoproliferative Disorders,25113755.0
253176,resveratrol 3-sulfate,therapeutic,Macular Degeneration,25113755.0
253177,trans-resveratrol 3-sulfate,therapeutic,Macular Degeneration,25113755.0
253336,resveratrol 3-sulfate,therapeutic,"Mammary Neoplasms, Animal",25113755.0
253337,trans-resveratrol 3-sulfate,therapeutic,"Mammary Neoplasms, Animal",25113755.0
253688,resveratrol 3-sulfate,therapeutic,"Mammary Neoplasms, Experimental",25113755.0
253689,trans-resveratrol 3-sulfate,therapeutic,"Mammary Neoplasms, Experimental",25113755.0
254384,resveratrol 3-sulfate,therapeutic,Melanoma,25113755.0
254385,trans-resveratrol 3-sulfate,therapeutic,Melanoma,25113755.0
254748,resveratrol 3-sulfate,therapeutic,"Melanoma, Experimental",25113755.0
254749,trans-resveratrol 3-sulfate,therapeutic,"Melanoma, Experimental",25113755.0
254800,resveratrol 3-sulfate,therapeutic,Memory Disorders,25113755.0
254801,trans-resveratrol 3-sulfate,therapeutic,Memory Disorders,25113755.0
255144,resveratrol 3-sulfate,therapeutic,"Mesothelioma, Malignant",25113755.0
255145,trans-resveratrol 3-sulfate,therapeutic,"Mesothelioma, Malignant",25113755.0
255380,resveratrol 3-sulfate,therapeutic,Metabolic Diseases,25113755.0
255381,trans-resveratrol 3-sulfate,therapeutic,Metabolic Diseases,25113755.0
255408,resveratrol 3-sulfate,therapeutic,Metabolic Syndrome X,25113755.0
255409,trans-resveratrol 3-sulfate,therapeutic,Metabolic Syndrome X,25113755.0
255888,resveratrol 3-sulfate,therapeutic,Mitochondrial Diseases,25113755.0
255889,trans-resveratrol 3-sulfate,therapeutic,Mitochondrial Diseases,25113755.0
256000,resveratrol 3-sulfate,therapeutic,Motor Disorders,25113755.0
256001,trans-resveratrol 3-sulfate,therapeutic,Motor Disorders,25113755.0
256172,resveratrol 3-sulfate,therapeutic,Movement Disorders,25113755.0
256173,trans-resveratrol 3-sulfate,therapeutic,Movement Disorders,25113755.0
256280,resveratrol 3-sulfate,therapeutic,Multiple Myeloma,25113755.0
256281,trans-resveratrol 3-sulfate,therapeutic,Multiple Myeloma,25113755.0
256484,resveratrol 3-sulfate,therapeutic,Muscle Weakness,25113755.0
256485,trans-resveratrol 3-sulfate,therapeutic,Muscle Weakness,25113755.0
256508,resveratrol 3-sulfate,therapeutic,Muscular Atrophy,25113755.0
256509,trans-resveratrol 3-sulfate,therapeutic,Muscular Atrophy,25113755.0
256552,resveratrol 3-sulfate,therapeutic,"Muscular Atrophy, Spinal",25113755.0
256553,trans-resveratrol 3-sulfate,therapeutic,"Muscular Atrophy, Spinal",25113755.0
256644,resveratrol 3-sulfate,therapeutic,"Muscular Dystrophy, Duchenne",25113755.0
256645,trans-resveratrol 3-sulfate,therapeutic,"Muscular Dystrophy, Duchenne",25113755.0
256852,resveratrol 3-sulfate,therapeutic,Myocardial Infarction,25113755.0
256853,trans-resveratrol 3-sulfate,therapeutic,Myocardial Infarction,25113755.0
257540,resveratrol 3-sulfate,therapeutic,Myocardial Reperfusion Injury,25113755.0
257541,trans-resveratrol 3-sulfate,therapeutic,Myocardial Reperfusion Injury,25113755.0
257816,resveratrol 3-sulfate,therapeutic,Myocarditis,25113755.0
257817,trans-resveratrol 3-sulfate,therapeutic,Myocarditis,25113755.0
257940,resveratrol 3-sulfate,therapeutic,Nasopharyngeal carcinoma,25113755.0
257941,trans-resveratrol 3-sulfate,therapeutic,Nasopharyngeal carcinoma,25113755.0
258048,resveratrol 3-sulfate,therapeutic,Necrosis,25113755.0
258049,trans-resveratrol 3-sulfate,therapeutic,Necrosis,25113755.0
258264,resveratrol 3-sulfate,therapeutic,Neointima,25113755.0
258265,trans-resveratrol 3-sulfate,therapeutic,Neointima,25113755.0
258284,resveratrol 3-sulfate,therapeutic,Neoplasm Invasiveness,25113755.0
258285,trans-resveratrol 3-sulfate,therapeutic,Neoplasm Invasiveness,25113755.0
258672,resveratrol 3-sulfate,therapeutic,Neoplasm Metastasis,25113755.0
258673,trans-resveratrol 3-sulfate,therapeutic,Neoplasm Metastasis,25113755.0
259252,resveratrol 3-sulfate,therapeutic,Neoplasms,25113755.0
259253,trans-resveratrol 3-sulfate,therapeutic,Neoplasms,25113755.0
259424,resveratrol 3-sulfate,therapeutic,"Neoplasms, Experimental",25113755.0
259425,trans-resveratrol 3-sulfate,therapeutic,"Neoplasms, Experimental",25113755.0
259624,resveratrol 3-sulfate,therapeutic,"Neovascularization, Pathologic",25113755.0
259625,trans-resveratrol 3-sulfate,therapeutic,"Neovascularization, Pathologic",25113755.0
259836,resveratrol 3-sulfate,therapeutic,Nerve Degeneration,25113755.0
259837,trans-resveratrol 3-sulfate,therapeutic,Nerve Degeneration,25113755.0
260232,resveratrol 3-sulfate,therapeutic,Neural Tube Defects,25113755.0
260233,trans-resveratrol 3-sulfate,therapeutic,Neural Tube Defects,25113755.0
260428,resveratrol 3-sulfate,therapeutic,Neurodegenerative Diseases,25113755.0
260429,trans-resveratrol 3-sulfate,therapeutic,Neurodegenerative Diseases,25113755.0
260668,resveratrol 3-sulfate,therapeutic,Neurogenic Inflammation,25113755.0
260669,trans-resveratrol 3-sulfate,therapeutic,Neurogenic Inflammation,25113755.0
260752,resveratrol 3-sulfate,therapeutic,Neurotoxicity Syndromes,25113755.0
260753,trans-resveratrol 3-sulfate,therapeutic,Neurotoxicity Syndromes,25113755.0
260916,resveratrol 3-sulfate,therapeutic,Non-alcoholic Fatty Liver Disease,25113755.0
260917,trans-resveratrol 3-sulfate,therapeutic,Non-alcoholic Fatty Liver Disease,25113755.0
261144,resveratrol 3-sulfate,therapeutic,Obesity,25113755.0
261145,trans-resveratrol 3-sulfate,therapeutic,Obesity,25113755.0
261688,resveratrol 3-sulfate,therapeutic,Oligospermia,25113755.0
261689,trans-resveratrol 3-sulfate,therapeutic,Oligospermia,25113755.0
261740,resveratrol 3-sulfate,therapeutic,Opioid-Related Disorders,25113755.0
261741,trans-resveratrol 3-sulfate,therapeutic,Opioid-Related Disorders,25113755.0
261912,resveratrol 3-sulfate,therapeutic,Osteoarthritis,25113755.0
261913,trans-resveratrol 3-sulfate,therapeutic,Osteoarthritis,25113755.0
262096,resveratrol 3-sulfate,therapeutic,"Osteoarthritis, Knee",25113755.0
262097,trans-resveratrol 3-sulfate,therapeutic,"Osteoarthritis, Knee",25113755.0
262228,resveratrol 3-sulfate,therapeutic,Osteoporosis,25113755.0
262229,trans-resveratrol 3-sulfate,therapeutic,Osteoporosis,25113755.0
262356,resveratrol 3-sulfate,therapeutic,"Osteoporosis, Postmenopausal",25113755.0
262357,trans-resveratrol 3-sulfate,therapeutic,"Osteoporosis, Postmenopausal",25113755.0
262536,resveratrol 3-sulfate,therapeutic,Ovarian Neoplasms,25113755.0
262537,trans-resveratrol 3-sulfate,therapeutic,Ovarian Neoplasms,25113755.0
262904,resveratrol 3-sulfate,therapeutic,Pancreatic Neoplasms,25113755.0
262905,trans-resveratrol 3-sulfate,therapeutic,Pancreatic Neoplasms,25113755.0
263116,resveratrol 3-sulfate,therapeutic,Pancreatitis,25113755.0
263117,trans-resveratrol 3-sulfate,therapeutic,Pancreatitis,25113755.0
263540,resveratrol 3-sulfate,therapeutic,"Parkinson Disease, Secondary",25113755.0
263541,trans-resveratrol 3-sulfate,therapeutic,"Parkinson Disease, Secondary",25113755.0
263564,resveratrol 3-sulfate,therapeutic,Parkinsonian Disorders,25113755.0
263565,trans-resveratrol 3-sulfate,therapeutic,Parkinsonian Disorders,25113755.0
263920,resveratrol 3-sulfate,therapeutic,Peritonitis,25113755.0
263921,trans-resveratrol 3-sulfate,therapeutic,Peritonitis,25113755.0
264124,resveratrol 3-sulfate,therapeutic,Pituitary Neoplasms,25113755.0
264125,trans-resveratrol 3-sulfate,therapeutic,Pituitary Neoplasms,25113755.0
264560,resveratrol 3-sulfate,therapeutic,Polycystic Ovary Syndrome,25113755.0
264561,trans-resveratrol 3-sulfate,therapeutic,Polycystic Ovary Syndrome,25113755.0
264912,resveratrol 3-sulfate,therapeutic,Precancerous Conditions,25113755.0
264913,trans-resveratrol 3-sulfate,therapeutic,Precancerous Conditions,25113755.0
265152,resveratrol 3-sulfate,therapeutic,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,25113755.0
265153,trans-resveratrol 3-sulfate,therapeutic,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,25113755.0
265172,resveratrol 3-sulfate,therapeutic,Precursor Cell Lymphoblastic Leukemia-Lymphoma,25113755.0
265173,trans-resveratrol 3-sulfate,therapeutic,Precursor Cell Lymphoblastic Leukemia-Lymphoma,25113755.0
265248,resveratrol 3-sulfate,therapeutic,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,25113755.0
265249,trans-resveratrol 3-sulfate,therapeutic,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,25113755.0
265276,resveratrol 3-sulfate,therapeutic,Pre-Eclampsia,25113755.0
265277,trans-resveratrol 3-sulfate,therapeutic,Pre-Eclampsia,25113755.0
265380,resveratrol 3-sulfate,therapeutic,Prenatal Exposure Delayed Effects,25113755.0
265381,trans-resveratrol 3-sulfate,therapeutic,Prenatal Exposure Delayed Effects,25113755.0
265472,resveratrol 3-sulfate,therapeutic,Progeria,25113755.0
265473,trans-resveratrol 3-sulfate,therapeutic,Progeria,25113755.0
265500,resveratrol 3-sulfate,therapeutic,Prolactinoma,25113755.0
265501,trans-resveratrol 3-sulfate,therapeutic,Prolactinoma,25113755.0
265604,resveratrol 3-sulfate,therapeutic,Prostatic Neoplasms,25113755.0
265605,trans-resveratrol 3-sulfate,therapeutic,Prostatic Neoplasms,25113755.0
266608,resveratrol 3-sulfate,therapeutic,Proteinuria,25113755.0
266609,trans-resveratrol 3-sulfate,therapeutic,Proteinuria,25113755.0
266952,resveratrol 3-sulfate,therapeutic,"Pulmonary Disease, Chronic Obstructive",25113755.0
266953,trans-resveratrol 3-sulfate,therapeutic,"Pulmonary Disease, Chronic Obstructive",25113755.0
267036,resveratrol 3-sulfate,therapeutic,Pulmonary Edema,25113755.0
267037,trans-resveratrol 3-sulfate,therapeutic,Pulmonary Edema,25113755.0
267116,resveratrol 3-sulfate,therapeutic,Pulmonary Fibrosis,25113755.0
267117,trans-resveratrol 3-sulfate,therapeutic,Pulmonary Fibrosis,25113755.0
267620,resveratrol 3-sulfate,therapeutic,"Renal Insufficiency, Chronic",25113755.0
267621,trans-resveratrol 3-sulfate,therapeutic,"Renal Insufficiency, Chronic",25113755.0
267668,resveratrol 3-sulfate,therapeutic,Reperfusion Injury,25113755.0
267669,trans-resveratrol 3-sulfate,therapeutic,Reperfusion Injury,25113755.0
268160,resveratrol 3-sulfate,therapeutic,Respiratory Syncytial Virus Infections,25113755.0
268161,trans-resveratrol 3-sulfate,therapeutic,Respiratory Syncytial Virus Infections,25113755.0
268192,resveratrol 3-sulfate,therapeutic,Respiratory Tract Diseases,25113755.0
268193,trans-resveratrol 3-sulfate,therapeutic,Respiratory Tract Diseases,25113755.0
268260,resveratrol 3-sulfate,therapeutic,Retinal Detachment,25113755.0
268261,trans-resveratrol 3-sulfate,therapeutic,Retinal Detachment,25113755.0
268292,resveratrol 3-sulfate,therapeutic,Retinal Diseases,25113755.0
268293,trans-resveratrol 3-sulfate,therapeutic,Retinal Diseases,25113755.0
268360,resveratrol 3-sulfate,therapeutic,Retinal Neovascularization,25113755.0
268361,trans-resveratrol 3-sulfate,therapeutic,Retinal Neovascularization,25113755.0
268776,resveratrol 3-sulfate,therapeutic,Schistosomiasis japonica,25113755.0
268777,trans-resveratrol 3-sulfate,therapeutic,Schistosomiasis japonica,25113755.0
269020,resveratrol 3-sulfate,therapeutic,"Scleroderma, Systemic",25113755.0
269021,trans-resveratrol 3-sulfate,therapeutic,"Scleroderma, Systemic",25113755.0
269052,resveratrol 3-sulfate,therapeutic,Scoliosis,25113755.0
269053,trans-resveratrol 3-sulfate,therapeutic,Scoliosis,25113755.0
269092,resveratrol 3-sulfate,therapeutic,Seizures,25113755.0
269093,trans-resveratrol 3-sulfate,therapeutic,Seizures,25113755.0
269284,resveratrol 3-sulfate,therapeutic,Sepsis,25113755.0
269285,trans-resveratrol 3-sulfate,therapeutic,Sepsis,25113755.0
269416,resveratrol 3-sulfate,therapeutic,Sezary Syndrome,25113755.0
